종목코드,회사명,업종,기업개요,시가총액,마켓타입
020150,롯데에너지머티리얼즈,전자부품 제조업,"동사의 사업은 소재부문과 건설부문로 구분되며, 동사를 포함하여 소재부문 산하 8개, 건설부문 산하 8개 종속기업으로 구성되어 있음. 소재부문은 핵심기술을 바탕으로  2차전지 핵심소재인 Elecfoil  제조 및 판매를 주요 사업으로 영위하고 있음. 건설부문은 건축물 외장공사(유리 및 창호 공사), 건축 등 다양한 관련 사업 분야를 영위하고 있으며, 주요 사업장소는 국내외 다양한 건축현장 등임.",12634,KOSPI
071840,롯데하이마트,가전제품 및 정보통신장비 소매업,"1987년 6월 하이마트로 설립된 동사는 가전제품 도소매업을 영위하며, 2024년 반기말 기준 329개의 직영 점포와 11개의 물류센터를 운영 중임, 최대주주는 2008년 유진기업으로 변경된 후 2012년 10월 롯데쇼핑으로 다시 바뀌었으며, 상호도 롯데하이마트로 변경함. 주요 판매 제품은 백색 및 생활/주방가전, 영상 및 IT가전이며 매출 구성비는 2023년 기준 백색 및 생활/주방가전이 66%, 영상 및 IT가전이 34%임.",1808,KOSPI
009680,모토닉,자동차 신품 부품 제조업,"동사는 자동차 부품의 매출액과 자산 총액이 전체 부분의 90%를 초과하는 단일 사업부문으로 운영됨. 1974년 3월 자동차 부품인 캬뷰레타 및 Diecasting을 생산할 목적으로 설립되었고 그후 생산제품이 LPI System, OPU, FCEV(수소전기차) 부품 등으로 다양화 됨. 대구와 성주에 각각 1개의 공장을 운영하고 있으며 해외종속기업인 모토닉인디아는 인도에 소재하고 있음.",2864,KOSPI
396690,미래에셋글로벌리츠,부동산 임대 및 공급업,정보 없음,1022,KOSPI
035150,백산,플라스틱제품 제조업,"폴리우레탄 합성수지와 부직포 등의 기포제를 사용하여 합성피혁을 제조해 판매하는 것이 주요 사업임. 인도네시아, 중국, 베트남에 현지 법인과 생산라인을 보유함. 스포츠 신발, 전자제품 내장제, 차량 내장제 등이 주요 사업 분야임. NIKE, ADIDAS, REEBOK 등 국제적으로 인지도가 높은 회사에 대한 공급이 매출액의 80% 이상을 차지함. 합성피혁 부문에서 BRAND 시장점유율 25%를 차지할 정도로 꾸준히 성장하고 있음.",2722,KOSPI
005030,부산주공,자동차 신품 부품 제조업,"1967년 4월 자동차부품 제조 및 가공업을 주사업목적으로 설립되었으며, 1975년 유가증권시장에 상장함. 동사는 제철, 제강, 특수강, 주물업 및 압연과 기계공업, 자동차부품제조 및 가공업, 금속기계가공업, 수출입업, 부동산임대업 등을 주요 사업으로 영위하고 있음. 동사는 완성부품의 매출 비중을 높이기 위하여 가공설비의 확충 및 신기술 개발에 주력하고 있음.",383,KOSPI
008040,사조동아원,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조 및 판매사업을 영위할 목적으로 1972년 7월에 설립되었으며, 1989년 6월에 주식을 증권거래소에 상장함. 2017년 8월 최대주주인 한국제분주식회사를, 2018년 7월 종속회사인 한국산업주식회사를 각각 흡수합병하였음. 원맥을 수입 ·가공하여 판매하는 제분사업부문과 가축 및 양식어류의 사료를 제조 ·판매하는 생물자원사업부문을 주요사업으로 영위하고 있음.",1434,KOSPI
028050,삼성E&A,"건축기술, 엔지니어링 및 관련 기술 서비스업","코리아엔지니어링으로 설립되어, 1991년에 삼성엔지니어링으로 상호를 변경함. 2024년 3월 21일에 삼성이앤에이로 상호를 변경하였음. 동사는 플랜트 건설 및 산업기계 제작판매 공학, 기술서비스, 토건, 환경오염 방지시설, 가스시공, 에너지진단, 환경영향평가, 폐기물처리 등을 영위하는 회사임. 사업부문은 화공(오일&가스 프로세싱, 정유, 석유화학, 그린솔루션)과 비화공(산업설비, 환경, 바이오)으로 구분하고 있음.",34712,KOSPI
006400,삼성SDI,일차전지 및 이차전지 제조업,"동사는 중ㆍ대형전지, 소형전지 등의 리튬이온 2차 전지를 생산/판매하는 에너지솔루션 사업부문과 반도체 및 디스플레이 소재 등을 생산/판매하는 전자재료 사업부문을 영위함. 자동차용 중형전지는 고효율, 고용량 리튬이온 2차전지를 개발하고 이를 자동차 완성업체에 공급함. 소형전지는 원형, 파우치 등의 제품을 개발 및 판매하고 있으며 이는  스마트폰, Note PC, 전동공구 등의  휴대 제품 뿐만 아니라 자동차용 전지에도 사용됨.",180507,KOSPI
207940,삼성바이오로직스,기초 의약물질 제조업,"삼성그룹의 계열사로 2011년 4월 설립되었으며, 국내외 제약회사의 첨단 바이오의약품을 위탁 생산하는 CMO 사업을 영위. 2018년 cGMP 생산을 시작하여 2019년말 기준 36.2만리터 생산설비를 가동 중이며, 이 시장에서 선발업체를 추월해 생산설비 기준 세계 1위 CMO로 도약. 동사의 바이오의약품 연구개발 자회사인 삼성바이오에피스와 아키젠바이오텍은 바이오시밀러 개발 및 상업화를 진행 중.",651954,KOSPI
006110,삼아알미늄,1차 비철금속 제조업,"동사는 알루미늄박 국산화 실현이라는 가치를 걸고 1969년 설립한 이래 알루미늄박과 각종 레토르트 파우치 및 의약품, 산업용 등의 가공용 제품을 생산, 판매하고 있음. 최근에는 2차전지 시장이 급성장함에 따라 당사가 선도적으로 개발해 온 LIB 양극집전체 판매 확대가 회사 성장을 이끌고 있음. 연결회사는 압연, 가공, 전자부품판매 사업부문의 총 3개 사업부 체제로 운영되고 있음.",5811,KOSPI
004380,삼익THK,일반 목적용 기계 제조업,"동사는 수공용 줄을 생산, 판매할 목적으로 1965년 설립되었으며, 이후 기타 기계 및 장비제품의 제조 및 판매 업종을 추가함. 산업설비자동화, 반도체 제조장비 및 시험장비 등에 필수요소 부품인 LM시스템과 LM가이드, 볼스크류, 서브모터, 감속기 등을 조합한 메카트로시스템 사업을 영위함. 동사는 주력품목인 LM시스템의 각종 적용 기술을 별도 기술 지원 홈페이지를 통하여 자료를 구축 및 고객 지원을 하고 있음.",1827,KOSPI
002450,삼익악기,악기 제조업,"동사 악기사업의 주요 제품 품목 군은 피아노, 기타, 현악기, 일반악기로 구성됨. 피아노는 업라이트피아노와 그랜드피아노, 기타 및 현악기는 전기기타, 바이올린, 첼로, 일반악기는 플룻, 섹소폰 등을 판매. 전자악기는 신디사이져, 레코딩 장비를 판매 중이며, 관현악기는 바이올린, 첼로 색소폰 등을 판매하고 있음. 피아노 및 일반악기와 수입상품 판매를 주요사업으로 하며 부동산임대, 태양광사업으로 사업영역 확장함.",1002,KOSPI
009470,삼화전기,전자부품 제조업,"동사는 1973년 삼화니찌콘 주식회사로 설립되어 1974년 삼화전기 주식회사로 사명을 변경하였으며 콘덴서의 제조 및 판매를 주 사업으로 하고 있음. 제품의 특성별로 전해콘덴서, 전기이중층콘덴서, 칩전해콘덴서, 하이브리드콘덴서 등 제품군으로 구별하고 있음. 종속회사인 삼화텍콤은 인도네시아 현지공장인 PT.SAMWHA INDONESIA(보유지분 100%)를 설립하여 트랜스포머, 파워인덕터 등의 제품을 생산함.",2027,KOSPI
204210,스타에스엠리츠,부동산 임대 및 공급업,정보 없음,225,KOSPI
134790,시디즈,가구 제조업,"동사는 2010년 12월 15일에 설립되었으며 의자가구 제조업을 주요 사업으로 영위하고 있음. 생산된 주요 제품 등은 대리점, 백화점, 대형마트, 온라인쇼핑몰, 에이전트 등의 판매 경로를 통하여 국내외로 판매되고 있음. 현재 국내 의자 시장 점유율 및 브랜드 인지도 1위의 기업으로 자리잡았으며, 디자인과 기술력으로 차별화된 제품을 국내 의자 시장에 지속적으로 선보이고 있음.",482,KOSPI
102280,쌍방울,봉제의복 제조업,"(주)티이씨앤코로부터 2008년 4월에 인적분할하여 설립된 분할신설회사임. 동사의 사업영역은 크게 제조, 도소매업으로 나눌 수 있음. 제조업으로는 국내의재단 수주 가공 사업을 영위하고 있고, 도소매업으로는 내의류를 주력 중심으로 국내외 사업을 영위함. 1987년, 자체 브랜드인 트라이(TRY)를 런칭. 중국 길리에 길림트라이방직 유항공사 외 2개의 현지 생산법인 및 중국 북경과,상해,심양에 판매 법인 두고 있음",706,KOSPI
004920,씨아이테크,영상 및 음향기기 제조업,"동사는 2015년 3월 키오스크의 개발, 제조 및 판매업을 주된 사업으로 하는 씨아이테크를 흡수합병함에 따라 2015년 4월에 상호를 삼영홀딩스에서 씨아이테크로 변경하였음. 동사의 주사업부문은 IT와 유통 및 부동산으로 구성되어 있음. 특히 IT사업부문은 자동증명발급기, 티켓발권기, 디지탈 광고 KIOSK, 디지탈 안내 KIOSK , 하이파이 오디오, 통신미디어 제품 등을 제조, 판매하는사업을 활발하게 전개중임.",650,KOSPI
020560,아시아나항공,항공 여객 운송업,"항공운송업은 그 시장의 성격이 매우 상이한 여객과 화물로 나뉘어져 있음. 아시아나항공 등 항공 3사 및 국내 양대 공항공사의 시스템 구축 및 운영 노하우를 기반으로 대외 사업을 영위하고 있으며, 항공/공항IT 전문기업으로서 높은 시장 지위를 확보함. 아시아나항공은 국내여객 6개 도시, 7개 노선, 국제여객 22개 국가, 57개 도시, 62개 노선과 국제화물 12개 국가, 25개 도시, 21개 노선의 네트워크를 보유함.",7292,KOSPI
001780,알루코,1차 비철금속 제조업,"동사는 현대알루미늄,알루텍,KPTU, 알루머티리얼즈 등의 계열사로 구성된 알루코 그룹의 주력 계열사임. 알루미늄 압출품 제조dhk 판매를 주로하는 알루미늄 압출 전문 회사로서 대전공장을 보유하고 있으며, 본사와 해외법인 및 계열회사는 알루미늄 제조 관련 사업으로 수직적 사업부문을 영위하고 있음. 영업부문은 시판영업, 직판영업, 특수영업, 디스플레이·EVC영업, 건축영업으로 구성됨.",2116,KOSPI
005850,에스엘,자동차 신품 부품 제조업,"지배기업인 동사와 11개의 종속회사는 자동차 부품 전문기업임. 자동차 램프, 전동화 부품, 미러, 전자 등의 제품을 생산하여 국내외의 현대차, 기아차, GM, Ford,Geely 등의 OEM에 납품하고 있음. 국내 납품경로는 OEM 직납과 모듈업체를 통해 납품하는 두가지가 있으며 국내에서 해외로의 수출의 경우, 현지 해외법인을 거쳐 공급 하거나 수출운송을 통하여 직접 납품하고 있음.",14585,KOSPI
123700,에스제이엠,자동차 신품 부품 제조업,"동사는 2010년 5월 1일을 분할기일로 하여 (주)에스제이엠홀딩스의 인적분할을 통해 자동차부품등의 제조사업부문을 이전받아 신설된 법인임. 사업부문은 자동차사업부문과 플랜트사업부문으로 구성되어 있음. 동사는 자동차부품인 Flexible Coupling과 건축·플랜트용 배관이음쇠 제품인 산업용 Expansion Joint의 제조, 판매 및 그에 관련된 부대사업을 주된 사업으로 하고 있음.",486,KOSPI
015260,에이엔피,전자부품 제조업,"동사는 인쇄회로기판(PCB)을 제조해 판매하는 것을 주요 사업으로 하며 100% 주문생산에 의해 판매하며 주요 판매처는 현대모비스, 현대케피코, 대성엘텍, 인팩일렉스 등이 있음. 국내 PCB 시장은 삼성전기, 대덕전자, 심텍 등이 전체 매출액의 60~70% 가량을 차지하며 동사 점유율은 1~2%로 추산됨. 현대차ㆍ기아 1차 협력사인 용산에 자동차 시트 및 퀼팅사양 생산업체로서 SQ인증서 S등급(협력사 품질보증서)을 유지.",282,KOSPI
278470,에이피알,기타 화학제품 제조업,"2014년 10월 10일에 설립하여, 뷰티 및 피부미용기기, 패션, 엔터테인먼트 부분에서 다양한 브랜드(메디큐브, 에이프릴스킨 등)를 보유함. 주요사업 중 하나인 홈 뷰티 디바이스(메디큐브 AGE-R)의 주요제품은 부스터프로와 부스터힐러이고, 화장품(메디큐브, 에이프릴스킨, 포맨트)부문은 피부제품, 향수, 바디워시 등을 운영중임. 디바이스 연구개발회사 ‘ADC'와 생산전문기업 ‘에이피알팩토리’를 설립하며 독보적인 경쟁력을 확보함.",18066,KOSPI
012280,영화금속,자동차 신품 부품 제조업,"1977년 설립 된 동사는 주물을 제조하여 자동차부품을 생산하고 있으며, 자동차부품의 상품을 구입해 판매하고 있음. 자동차 부품은 전체 매출의 대부분을 차지함. 2014년 자회사인 엔브이에프를 흡수합병해 자동차사업을 중심으로 경쟁력을 강화하고 있음. 완성차 업체의 지속적인 신차종 출시와 차량 보유대수의 증가에 따른 AS용 부품 수요의 확대, 해외 시장 확대 전략에 따라 수주 물량 비교적 안정적.",407,KOSPI
271560,오리온,기타 식품 제조업,"2017년 6월 인적분할로 설립되었으며 음식료품의 제조, 가공 및 판매사업을 주요 사업으로 영위함. 국내 시장에서는 초코파이를 위시한 여러 파이 제품과 포카칩, 오징어땅콩 등의 안정적인 실적을 바탕으로 매년 다양한 신제품을 출시해 성공시키며 높은 시장 지배력을 보이고 있음. 해외 시장에서는 중국 시장을 중심으로 큰 성장을 이루어내고 있으며, 소매점 판매강화를 통해 지역 및 채널망을 확장시켜 나가고 있음.",38587,KOSPI
005820,원림,직물직조 및 직물제품 제조업,"동사는 1968년 10월에 설립되어, 산업용 포장재 제조업, 도매업, 부동산업을 주요사업으로 영위하고 있으며, 경남 양산시 등에 제조시설을 가지고 있음. 주 생산품인 PP BAG, PE BAG 의 국내 시장 점유율은 60%(동사 추정치) 수준을 보이고 있음. 동사의 사업부문은 산업용 포장재 제조 및 도매하는 화성사업부문, 임대사업부문, 금융투자사업부문, 의료기기사업부문으로 나뉨.",331,KOSPI
033270,유나이티드,의약품 제조업,"의약품 제조 및 판매 등을 영위할 목적으로 1987년 설립 후 1998년 '한국유나이티드제약 주식회사'로 상호 변경함. 주요제품으로는 블록버스터 개량신약 항혈전 치료제 '실로스탄CR', 복합형 이상지질혈증 치료제 '아트맥콤비젤', 기능성 소화불량 치료제 '가스티인CR' 등 총 15개의 개량신약이 있음. 전국 모든 병원과 의원, 약국 등을 대상으로 제품을 판매하고 있음.",3035,KOSPI
072130,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","동사는 1999년 설립되어 지능망, 메세징, 해외 RBT 서비스, 유아교육 스마트러닝을 개발 및 공급하는 것을 주요 사업으로 하고 있음. 사업부는 크게 코어네트워크, 스마트러닝, 서비스사업 등이 있으며 동사의 자체 영업력과 기술력을 활용해 소프트웨어를 공급하는 스마트러닝의 B2B 및 B2C 사업 매출 비중이 가장 큼. 또한 유무선 통합 마케팅 솔루션, 통합 뮤직 및 MPOMR, AI통화 연동 솔루션 등의 사업을 영위하고 있음.",554,KOSPI
000220,유유제약,의약품 제조업,"동사는 의약품 제조 및 판매를 주사업으로 영위하고 있는 회사로 1941년 유한무역회사로 설립되었음. 신약, 개량신약, 제네릭 의약품을 국내 병/의원에 공급하고 있으며 GMP생산시설을 확보하고 국내 제약기업에 제품을 납품하는 수탁사업과 동남아시아 등에 완제전문의약품을 수출하고 있음. 종속기업은 유유헬스케어와 의료기기 판매 및 도매 사업을 진행하고 있는 유유메디컬스, 온라인 유통 및 판매사업을 영위하고 있는 유유건강생활이 있음.",721,KOSPI
102460,이연제약,의약품 제조업,"동사는 1964년 설립 이후 전문의약품과 원료의약품의 제조 및 판매를 주요 영업으로 하고 있음. 오리지널 진단제의약품, 제네릭 전문의약품, 특화된 원료의약품을 통해 지속적인 성장을 하고 있으며, 각 부문의 차별화된 마케팅을 통해 안정적 수익성을 기록하고 있음. 제품력에 대한 인지도 제고, 영업인력의 생산성 증가, 진입장벽이 높은 고부가가치 원료의약품 생산을 통해 우수한 수익성이 지속될 것으로 판단됨.",2613,KOSPI
034590,인천도시가스,연료용 가스 제조 및 배관공급업,"1983년 3월 7일 설립되었으며 2006년 유가증권시장에 주식을 상장하였고, 도시가스 공급업을 주요 사업으로 영위함. 한국가스공사의 주배관망을 통해 천연가스를 구입해 지구 및 지역정압기를 통해 공급압력을 조절한 후 공급권역의 수요가에게 동사 배관 등의 시설을 통해 독점적으로 판매하고 있음. 주요 매출처는 한국남부발전 신인천빛드림본부, 한국서부발전 서인천발전본부, 한국GM 부평공장, 케이지스틸 인천공장 등이 있음.",1116,KOSPI
129260,인터지스,도로 화물 운송업,"동사는 1956년 2월 23일 항만하역업, 화물운송업 등을 주 목적으로 하여 설립되었음. 컨테이너 및 벌크화물 등을 하역하는 항만하역사업과 전국 각지의 물류 네트워크를 활용하여 철강제품 및 수출입 컨테이너를 운송하는 육상운송사업을 영위함. 동국제강, 동국씨엠의 철강 원재료 및 국내외 3PL 고객들을 대상으로 하는 해상운송 사업과 포워딩사업을 주요 사업으로 영위하고 있음.",637,KOSPI
008500,일정실업,편조원단 제조업,"동사는 자동차용 SEAT원단의 제조 및 판매를 영위하는 회사이며 1994년 유가증권시장에 상장함. 동사의 사업부문은 자동차 시트용 원단 제품 사업부문(SEAT FABRIC, LAMI FABRIC, 인조가죽 제품 매출로), 기타 사업부문(RENDY FABRIC제품, 원재료 상품 매출)로 나뉨. 자동차용 원단의 주요시장은 현대,기아,GH,르노삼성등 완성차 제조업체이며, 과점적 시장에서 업체간 경쟁이 치열하게 이루어지고 있음.",149,KOSPI
079900,전진건설로봇,특수 목적용 기계 제조업,"동사는 1999년 11월 12일 설립되었으며 콘크리트 펌프카를 주력 제품으로 함. 충청북도 음성군에 위치한 본사를 두고 북미, 유럽, 중동 등 광범위한 글로벌 네트워크를 보유함. 자체 기술연구소에서 여러 국책과제에 참여하고 있으며 특허(실용신안) 10건, 디자인 4건, 상표 80건을 보유하고 75M급 CPC를 개발하는 등 다양한 기술을 확보하고자 노력하고 있음.",4407,KOSPI
002620,제일파마홀딩스,회사 본부 및 경영 컨설팅 서비스업,"동사는 2017년 제일약품에서 인적분할 하였으며, 제일약품이 보유한 자회사 및 관계회사 지분 모두를 보유하며 이에 따른 지분법이익 및 자회사 관리 그리고 투자자산에 대한 임대업을 주된 영업으로 하고 있음. 주요 종속회사로는 완제 의약품 제조 및 판매업을 영위하는 제일약품, 제일헬스사이언스와 완제의약품의 판매대행을 주된 영업으로 수행하는 제일앤 파트너스 등이 있음. 종속회사 및 관계회사가 속한 제약 산업 환경의 영향을 받음.",1316,KOSPI
004700,조광피혁,"가죽, 가방 및 유사제품 제조업","동사는 카시트, 신발, 핸드백 등을 제조하는 데 쓰이는 피혁원단을 만들어 판매함. 가죽원단, 카시트 재단품이 전체 매출액의 약 99%를 차지하며 가죽원단 생산시 생기는 부산물, 자재 등의 매출이 약 1%를 차지함. 판매경로는 완성품업체에게 직접 판매하는 방식과 완성품업체에서 지정하는 OEM업체에 판매하는 방식을 대다수 취하고 있으며, 일부는 도매상 또는 현지 Agent를 통하여 판매하는 방식도 취함.",3531,KOSPI
120030,조선선재,기타 금속 가공제품 제조업,"동사는 CS 홀딩스(주)로부터 2010년 1월 1일을 기준으로 인적분할하였으며, 제조사업부문 중 피복용접재료부문을 승계하여 사업을 영위하고 있음. 산업의 근간이 되는 용접재료를 생산하고 있으며 국내/외 대리점과 대형 실수요자들에게 우수한 품질의 제품을 공급하고 있음. 용접재료는 건설, 자동차, 조선 등 다양한 산업분야에서 사용되고 있으며 동사는 용접봉 부문 뿐만 아니라 자동용접 부문에서도 꾸준한 설비투자와 연구개발을 하고 있음.",1173,KOSPI
071320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","동사는 1985년 11월에 설립되어, 집단에너지사업(지역냉·난방사업), 전력사업, 신·재생에너지사업 등을 영위하고 있음. 주요 제품은 열, 냉수, 전기이며 2024년 6월 말 기준, 총 19개 사업장에서 1,860천호의 공동주택과  2,942개소(냉방 1,388개소 포함)의 건물에 냉·난방을 공급함. 500MW급 이상의 중대형 발전소와 신재생설비를 포함한 2,442MW의 발전소를 보유중이며 생산전력을 전력거래소에 판매하고 있음.",5836,KOSPI
002780,진흥기업,토목 건설업,"동사는 토목 및 건축공사, 주택 건설과 판매 등을 주 사업 목적으로 1959년 9월 설립되었음. 종합 건설업체로서 크게 토목, 건축/주택, 플랜트의 3개 분야에 진출하고 있으며, 국내외에서 주택사업, 재개발/재건축사업, 업무/상업시설, 토목/환경, SOC사업 등 다양한 건설사업분야에 적극 참여 중임. 모기업인 효성중공업과 통합브랜드(효성해링턴 플레이스)런칭 및 통합 마케팅을 통한 주택사업강화에 힘쓰고 있음.",1194,KOSPI
033250,체시스,자동차 신품 부품 제조업,"동사는 자동차의 부속품 제조 및 판매와 관련된 사업 등을 영위할 목적으로 1989년 8월 3일에 설립되었으며, 1999년 8월 11일 한국거래소에 상장승인을 받아 증권시장에 매매가 개시됨. 지배회사와 연결대상 종속회사가 영위하는 사업으로는 자동차 부품인 REAR-AXLE, CROSS-MEMBER, CRADLE, ARM, OIL-PAN 등의 자동차 부품을 생산하고 판매하는 자동차 부품 전문기업.",422,KOSPI
003690,코리안리,재 보험업,"국내 유일의 전업 재보험사로, 국내를 비롯하여 전세계에 걸친 폭넓은 해외 네트워크를 구축하며 글로벌 재보험사로써 세계 시장에서의 입지를 강화해가고 있음. 주요 사업으로 손해보험 재보험의 출수재 업무, 생명보험 재보험의 출수재 업무, 해외 보험 업무 등을 영위하고 있음. 국내 재보험 시장에서 50% 이상의 시장점유율을 유지하고 있음. 국제신용평가기관으로부터 신용등급 A(stable) 유지 중.",13345,KOSPI
044820,코스맥스비티아이,기타 금융업,"1992년 11월에 화장품 제조업등을 주 영업목적으로 설립되었으며 2002년 2월 코스닥시장에 상장, 2006년 11월 유가증권시장에 이전 상장함. 동사는 코스맥스 그룹의 사업형 지주회사로서 그룹의 성장 전략을 수립하고 신사업 방향성을 제시하는 등 그룹의 효율적인 경영을 도모, 관리하는 역할과 함께 자회사의 글로벌 원료 구매 및 수출 대행업무를 담당하고 있음. 현재 동사의 주요 종속회사의 핵심 사업부문은 건강기능식품 사업임.",808,KOSPI
264900,크라운제과,"떡, 빵 및 과자류 제조업","2017년 인적 분할로 설립되어 분할 전 회사인 크라운제과홀딩스가 영위하던 사업 중 식품제조 및 판매를 담당하는 식품사업부문을 담당하고 있음. 주요 4대 제과업체로서 높은 시장점유율을 보이며, 주요 제품으로는 초코하임, 쿠크다스, 뽀또, 미니쉘, 빅파이 등이 있음. 서울에 위치한 본사를 포함하여 국내에 총 3개의 생산공장(대전, 진천, 아산)과 각 시·군의 물류창고 등에서 사업활동을 수행함.",1011,KOSPI
014580,태경비케이,"시멘트, 석회, 플라스터 및 그 제품 제조업","동사는 액체탄산 및 드라이아이스 등의 제조, 판매를 영위할 목적으로 1970년 11월 11일에 설립되었으며 주요 생산제품은 액체탄산, 드라이아이스, 수산화마그네슘 및 액상소석회임. 탄산가스 동업계 타사가 단일 원료공급처에 의한 단일공장을 운영하는 것에 비하여 현재 복수 원료 공급처에 의한 다수의 액체탄산 제조공장을 운영. 액체탄산은 주로 맥주, 탄산음료등 음료용을 비롯하여 조선용접, 냉매제, 산화방지제등의 공업용 용도로 사용됨.",1203,KOSPI
004870,티웨이홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","동사는 1945년 10월 태화고무공업사로 설립되어 1977년 6월 유가증권 시장에 상장되었으며  2013년 종속회사인 ㈜티웨이항공을 인수한 후 현재까지 사업을 영위 중. 자체사업으로 콘트리트 말뚝인 PHC파일을 제조, 유통하고 있음. 2022년 4월 연결대상 종속회사였던 ㈜티웨이항공, ㈜티웨이에어서비스가 ㈜티웨이항공의 유상증자에 따른 지분율 하락으로 연결대상에서 제외되었음.",723,KOSPI
036580,팜스코,"곡물가공품, 전분 및 전분제품 제조업","동사는 1999년 10월 1일 자본금 60억원으로 설립되었고, 1999년 10월 25일 한국증권거래소에 시장2부종목으로 상장함. 동사는 주된 사업은 배합사료업을 주업으로 하고 있으며 이 밖에도 신선식품 판매 및 도축업, 육가공, 양돈업, 태양광, 퇴비화 사업 등도 수행 중임. 한국에 본사를 거점으로 국내 4개 법인과 해외 1개 국가에 3개 법인, 총 7개의 종속기업으로 구성된 종합축산식품기업임.",768,KOSPI
047050,포스코인터내셔널,상품 중개업,"2000년 12월 대우의 무역부문의 인적분할을 통해 설립되었으며, 2010년 8월 포스코가 한국자산관리공사 등으로부터 지분 68.2%를 취득하여 최대주주가 됨. 2020년 철강 가공사업을 물적 분할함. 2023년 1월 LNG사업 밸류체인 완성을 위해 포스코에너지를 흡수합병함. 무역업을 중심으로 자원개발, 인프라 개발·운용 등의 사업을 영위하고 있으며, 철강, 곡물, 화학, 이차전지소재, 친환경차부품, 천연가스 등이 주요 품목임.",84267,KOSPI
017810,풀무원,기타 식품 제조업,"식품제조업 등을 주사업 목적으로 1984년 5월 풀무원효소식품을 풀무원식품으로 상호변경 및 법인전환하였으며, 1995년 5월 풀무원으로 상호를 변경하였음. 사업부문은 지주 부문, 국내식품제조유통 부문, 식품서비스유통 부문, 건강케어제조유통 부문, 해외식품제조유통 부문으로 크게 구분하고 있음. 풀무원식품, 풀무원푸드앤컬처, 풀무원건강생활, 풀무원녹즙 등 총 31개의 연결 종속회사를 보유함.",4327,KOSPI
039130,하나투어,여행사 및 기타 여행보조 서비스업,"동사는 일반여행업(여행알선) 및 컴퓨터 프로그램 개발 및 보급 등의 서비스업을 주요 사업으로 영위할 목적으로 1993년 11월 1일에 설립됨. 전세계 20여만 개 여행상품을 전국 8,000여개의 협력여행사, 온라인포털, 쇼핑몰 등의 다양한 유통채널을 통해 판매하는 종합 여행 홀세일러. 종속회사를 통하여, 특화된 시장을 위한 여행알선 사업을 영위하고 있으며, 해외를 거점으로 한 서비스제공 사업 등을 영위하고 있음.",7923,KOSPI
071090,하이스틸,1차 철강 제조업,"동사는 2003년 한일철강으로부터 인적분할하여 설립되었으며, 강관 제품을 제조, 판매하는 사업을 영위하고 있음. 당진공장 준공이후 ERW 강관에서 SAW강관까지 생산 가능한 생산체제를 갖춤. 세경관, 소경관, 원유 및 가스수송이 가능한 60인치 대구경 후육강관 등 다양한 제품을 생산중임. 종속회사로는 강관 및 철강제품 판매를 영위하는 HISTEEL PIPE&TUBE INC, 강관 열처리 사업을 영위하는 하이파워 등이 있음.",607,KOSPI
000970,한국주철관공업,1차 철강 제조업,"1953년 4월 27일에 설립하였으며, 주식은 1969년 12월 12일자로 한국거래소 유가증권시장에 상장함. 지배회사인 한국주철관공업(주)는 부산 신평공장에서 덕타일주철관 직관 및 이형관 기타 볼트너트류 외 기타 기계주물품을 생산하고 있으며 포항공장에서 말뚝강관 및 수도용 도복장강관 등을 생산함. 진방스틸(주)는 구조관 전문생산업체로 아연도금강관,각관 및 C형강 등의 건설부자재 및 농업용 강관을 주로 생산함.",1425,KOSPI
017960,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","1984년 9월 17일 탄소섬유 및 합성수지 제조를 주사업목적으로 설립되었음. 낚시대 재료인 Carbon Sheet를 생산하며 1984년 설립, 출범하였으며, 이후 LNG의 수요 증대와 더불어 LNG 운반선 화물창의 핵심 부품인 INSULATION PANEL 생산하고 있음. 한국의 고유 문화인 온돌 문화에 영향을 끼치는 바닥장식재의 필수 재료인 Glass Paper를 생산, 납품하고 있음.",5383,KOSPI
034830,한국토지신탁,신탁업 및 집합투자업,"동사는 토지신탁사업 외에 담보신탁, 관리신탁, 처분신탁, 분양관리신탁, 대리사무 등의 비토지신탁사업 그리고 도시정비사업, REITs, 투자사업, 해외사업 등을 수행하고 있음. 최대주주는 엠케이인베스트먼트(주)이며 최대주주의 계열회사로는 엠케이전자(주), (주)오션비홀딩스 등이 있음. 창사 이래 가장 많은 차입형 토지신탁 사업을 수주/관리하여 차입형 토지신탁의 수주부터 사업정산시까지 매니지먼트 노하우가 뛰어난 회사임.",2535,KOSPI
007280,한국특강,1차 철강 제조업,"동사는 철 스크랩을 원료로 전기로 제강을 거쳐 각종 철강제품에 사용되는 BILLET 및 그 BILLET을 가열, 압연, 냉각하여 다양한 규격의 봉형강제품을 생산하고 있음. 2020년 하반기부터 투자해온 최신설비의 신규압연공장을 완공하여 2022년 3분기부터 생산을 시작함. 동사의 제1차 철강 제조업 사업 부문은 제품(형강, 봉강), BILLET, 기타로 나뉨.",882,KOSPI
